Age,Income,CreditScore,LoanAmount,LoanDuration,NumOfLatePayments,EmploymentYears,HasMortgage,HasDependents,Region,Class
71,55054.54775371704,352,2941.631713216324,40,1,38,1,1,0,1
70,25644.728819078748,337,13805.192103525538,25,1,20,1,0,1,1
68,39497.14725389878,607,16910.69812073774,6,0,1,1,1,3,0
62,50608.37652307778,352,16164.52499220194,45,4,9,1,0,1,1
63,46053.428434621885,751,13667.095776066073,51,1,30,1,0,2,1
27,24671.525518287912,760,19344.112569161425,18,2,17,0,1,0,0
60,30253.564916957883,785,18914.564516732702,12,3,6,0,0,0,1
51,45753.584046296324,436,19340.05681642144,50,1,4,1,1,0,0
74,30750.65902124251,671,21603.668015958203,27,1,28,1,0,3,1
43,70570.80985824892,555,23982.32535740058,12,2,3,1,1,0,1
58,57418.075391087485,694,13792.340126208164,25,1,2,0,1,1,0
66,37948.03836141453,336,15821.248292854496,57,2,12,1,0,3,1
75,67537.3224202357,446,27381.832558981692,42,0,2,0,0,3,1
20,64515.598830105344,307,12464.444039744267,41,2,7,0,0,0,1
73,54334.37534580379,550,13536.466119297173,9,1,3,1,1,3,1
23,49406.20649804069,746,13816.276024712868,11,3,34,1,0,1,1
22,45522.8928765524,562,18400.935518629154,51,0,11,1,0,2,1
22,41900.91938327515,738,27985.088289764386,8,2,23,1,1,2,1
71,29948.121211882193,558,24191.19016845071,8,1,37,1,0,3,1
64,72924.93132646999,622,13016.55185885388,8,1,18,1,1,1,1
40,42192.30171843175,829,34505.865657533286,41,0,35,0,0,3,1
66,50423.00914568499,600,14434.817188212219,59,2,34,0,1,1,1
26,36346.28215549071,784,7030.216142879239,14,0,17,1,0,0,1
52,46108.24225086005,391,34593.51533693241,59,0,39,0,1,0,0
37,92761.66135804614,463,13305.18439991196,21,0,33,0,1,0,1
75,39110.031443821594,634,19112.77367134871,56,1,24,1,0,0,1
66,71728.93661812328,614,18928.12287328853,21,0,6,1,1,2,0
78,49582.91724269152,537,24654.033097334424,17,1,10,1,0,0,0
76,60199.07695241968,382,5304.19829495743,43,1,37,0,0,0,0
59,68668.70383094378,408,17594.50348642019,25,1,18,0,0,1,0
52,54084.01076608997,477,17065.83652126407,58,0,34,0,1,3,0
67,44724.39265429565,549,31309.694326199773,36,1,19,1,1,2,1
35,47208.63532576341,390,15651.527829240811,35,0,26,1,0,1,1
79,47713.57277530493,638,17434.087006509282,26,1,30,1,1,3,1
34,77965.55835373119,468,26081.27624139681,8,0,24,1,1,0,1
41,27738.11334259414,438,24091.200508695743,26,0,1,1,1,3,1
20,23439.095633108107,816,14207.65436595331,33,1,28,0,0,2,1
49,24439.206242033488,483,23427.248740785726,33,0,36,0,1,0,0
52,36591.02849641365,469,14100.971593663584,10,0,30,0,0,0,0
55,60501.24615797543,661,26425.86444987812,12,0,5,0,1,3,0
30,61421.28938606296,543,18718.212231556634,10,0,20,0,1,2,1
73,40887.460378899385,437,9946.806673648467,14,2,32,0,1,1,1
78,49572.62708510241,327,2853.4348977603076,52,1,8,1,1,3,1
64,33255.52047368248,818,16991.85409496422,26,0,9,1,0,3,0
42,34646.71568890448,697,13730.424836392122,25,0,21,0,0,1,0
26,58698.00258517318,632,18083.036147962583,43,0,30,0,1,0,0
21,65715.26091662596,616,19606.033818089447,45,2,10,0,1,3,1
31,42847.71763354786,725,4690.024921042679,57,2,18,1,0,1,1
54,74525.22681246205,435,14161.016169940256,42,1,11,0,1,3,1
51,64484.080231791646,566,18965.057599463402,22,0,37,0,1,2,1
28,73875.88778383326,406,20800.37343093574,47,2,15,1,1,3,1
58,45485.928963576225,437,26385.82615723493,33,0,12,1,0,1,0
73,72810.29368448968,346,27764.361656693967,36,1,37,0,0,3,1
20,82693.13959963663,667,18090.78454703754,38,0,12,0,1,3,1
76,43812.23699965971,305,18816.991472447236,37,0,14,1,1,3,1
45,47687.464424478705,822,16154.573410735746,37,1,17,1,1,2,0
46,35784.222463904014,828,25246.0216532287,53,0,15,0,1,2,0
26,32836.773557587585,571,16923.903427635218,28,0,4,0,1,2,0
20,33011.72988100558,365,12265.429780523897,26,1,26,0,1,0,1
42,37828.00802319062,719,6699.971090405961,30,0,1,0,1,2,0
51,54121.06968478357,638,12419.95286406888,38,1,26,0,1,3,0
29,38462.00690867973,797,17873.04037690625,8,1,0,1,0,3,0
59,53662.43831880302,768,27836.46092642485,11,0,13,0,1,2,0
26,53972.677267924286,630,20364.106902783213,54,0,34,0,0,1,0
32,42948.13409188432,430,20915.86968210733,33,0,22,0,0,0,1
57,49060.44343146042,829,20026.988382645297,59,2,21,0,1,3,1
42,42081.31410970531,737,30238.53575046202,7,1,26,1,1,1,1
22,45338.90340085322,542,24062.90645769556,37,3,24,1,1,2,1
28,37867.05538303678,762,19882.304320822408,31,0,33,0,1,3,1
76,51261.57034674225,649,15210.670554577362,10,2,26,1,0,0,0
51,40991.8120181025,316,9916.05133862972,16,0,34,1,1,1,0
41,32509.011860933068,765,33219.625171441025,15,1,20,1,1,1,1
77,58901.43333272806,662,26428.94437028128,20,2,38,1,1,0,1
32,59409.36801928195,509,18452.81488843536,23,4,2,1,0,0,0
55,66675.4780346616,824,34351.657445729754,54,1,24,1,1,2,1
25,34634.03938093732,719,19938.981768660324,19,2,3,0,0,1,1
76,42786.0903993352,432,13466.026834080112,33,0,14,0,1,1,1
22,53457.43107634584,313,29773.292666231064,35,0,2,0,0,3,1
65,42469.401847816094,343,9752.073959361605,18,1,10,1,0,1,1
43,58563.67975711732,676,16792.821099455457,25,3,27,0,1,0,1
35,57468.99331225904,594,10394.746229821216,7,3,2,0,0,2,1
23,57189.43034286599,695,13605.20043090526,30,0,17,1,1,2,1
54,71895.00849956396,403,21598.640767046774,49,1,8,1,0,1,1
77,59661.156116876744,744,22697.525639929383,48,1,14,1,1,1,1
65,52308.3666722214,361,11182.461489140594,56,1,39,1,1,2,1
30,47096.96770105195,711,34473.28129653015,17,0,7,1,0,0,0
45,48142.03837734776,620,3286.9006253948864,30,1,39,1,1,3,1
22,34036.8476923989,430,21036.567034630643,9,0,13,0,0,2,1
30,23514.34719574968,498,21241.213807856806,47,0,37,0,0,0,1
34,56956.34191596595,335,22107.86008501568,17,1,12,1,1,3,1
67,68354.49406344598,515,27034.63221238617,12,1,38,0,0,0,1
57,45048.27615045895,605,-4395.981007371785,43,0,9,1,0,0,0
62,73806.41238548896,311,13807.59655980955,45,1,29,1,1,1,1
49,47352.31350377794,382,21210.142920824346,37,1,4,1,1,3,0
79,20693.420283304866,331,33624.614293011575,48,2,21,0,0,3,0
46,63773.73880594404,707,15345.438009303842,11,1,34,0,1,3,0
68,42810.67644142782,385,18460.774891394598,58,0,4,1,0,2,1
75,65131.68016280021,710,25803.66638475127,32,1,11,1,1,0,0
20,30837.0877410254,555,10323.486255240572,40,3,34,0,0,2,0
73,56180.66243221475,540,20179.564588707246,26,0,20,1,1,0,1
57,37993.08374683531,751,19158.921699874634,25,0,25,1,1,1,1
51,53021.07299843533,300,15126.216021049364,24,0,0,1,0,2,1
57,61499.10041863034,581,24024.32592463611,38,1,9,1,1,0,1
44,58016.01501940828,813,37255.32211074307,9,0,37,1,1,0,1
30,51040.51749545139,418,21389.69419472437,24,0,23,0,1,0,1
62,29323.113406816658,804,2120.7586799007513,57,1,30,1,0,0,1
50,60955.16270827648,379,13031.06571816982,54,0,22,1,0,0,0
23,65471.456569934,518,31834.475488707805,33,0,20,0,0,1,0
41,34355.04463765187,816,18083.67204260618,27,1,1,0,1,2,1
36,36559.561785410006,765,10616.627038033903,56,1,30,0,1,1,0
33,66103.36037049367,817,26036.389798255826,29,0,1,1,1,3,0
57,46873.37656146101,801,14890.661179802823,51,1,29,1,1,1,1
45,36948.29993891627,357,20280.454908406256,35,2,24,1,1,2,0
50,54088.316202789094,636,10946.383062860436,34,1,18,1,1,1,1
76,40422.13418068372,809,16655.521091972063,15,3,0,0,1,3,0
76,52415.631971089715,725,19758.777101750693,58,1,36,1,1,0,0
65,43801.89993730478,669,19193.676576771348,37,0,27,1,1,2,1
58,45087.33769879183,710,22997.18394041877,14,1,19,0,0,2,1
30,66655.96075786177,731,21609.656311668394,30,2,4,1,1,1,1
60,12972.129798124894,495,11852.24478270365,21,1,29,0,1,2,1
62,58321.26131652867,676,33486.53589101587,20,3,22,0,1,3,0
42,64181.761673997404,664,18745.837955524057,53,1,26,0,0,3,0
70,40670.08788233517,704,9195.693848609222,23,2,0,0,1,3,1
59,64066.48031544726,791,2221.472694013628,58,1,8,0,0,2,0
53,35614.64049738764,365,20601.458647882013,28,1,6,0,0,3,1
44,40100.24681504558,690,12589.87462989376,47,3,25,1,1,1,1
55,38372.49434613448,382,24582.44101621735,8,2,15,1,1,2,1
77,64269.382454038765,780,20386.876635721834,12,2,5,1,0,0,1
24,23825.784699982505,528,51508.023816660665,44,2,36,0,1,1,1
22,74602.20839038362,524,9913.096578535222,57,1,11,1,1,0,0
60,45425.92150829166,412,28461.49389481244,16,0,23,1,1,3,1
62,59223.68231236033,484,11283.213175376875,29,0,16,0,1,1,1
75,57930.618820455966,811,26647.65453321002,40,0,1,1,1,2,1
74,52268.476823097786,472,31384.971447336502,55,0,30,0,1,0,0
68,40989.709077836604,822,17244.892429084066,30,1,36,1,0,0,0
48,68635.5884439178,504,14166.389689174914,33,1,28,0,1,3,1
40,42277.23101418344,837,18747.343454362053,17,0,0,0,0,1,0
59,39031.27013418643,618,14055.955361034277,28,0,13,0,1,1,1
27,63165.654252853,458,32884.9229409825,22,0,39,1,0,0,1
49,52186.24429305305,577,18419.363370763163,46,0,10,0,1,0,1
60,70367.32362674302,447,23516.250695726096,42,1,31,1,1,0,1
70,49059.9936281675,382,23751.102996964015,23,0,19,0,1,2,0
47,40236.869409563806,718,27137.509174079605,14,0,1,1,0,0,0
56,54121.15209535848,837,16383.914254560928,50,1,30,1,0,3,1
48,43285.74265868895,848,26139.071840788914,40,0,4,1,0,2,0
35,40671.162330414416,691,30410.985835660347,41,2,31,1,1,3,1
53,62478.3229048381,432,18754.576517304573,23,1,8,0,0,1,0
19,77473.32600912542,541,9336.01811055438,25,0,9,0,1,1,0
31,46303.073121222646,750,30948.75842562013,26,3,35,1,0,3,1
30,35378.88220571104,499,21389.1247324032,52,0,25,1,0,0,1
46,47698.15475150272,416,20033.588962632133,25,1,2,0,0,0,1
29,57722.01844843885,518,25414.099967981318,11,1,35,0,1,0,1
56,53862.192927162054,604,31433.45174462271,14,0,22,0,0,0,1
19,67913.47541707568,542,18224.17582045396,48,0,29,0,0,1,1
49,59976.3475741355,591,30045.133019383647,34,1,38,1,1,2,1
30,33448.85797835137,600,20576.8250918682,34,1,22,1,0,1,1
63,42600.224740388374,687,24990.428279684063,18,0,22,0,1,3,0
44,29287.488200370117,508,15144.465671748909,41,0,35,1,0,0,0
66,67170.19018445282,613,17969.39906487557,32,0,24,1,0,1,1
58,20121.69102092899,325,28677.41188868271,52,1,19,1,1,1,1
34,30750.015040665316,378,4285.121110169297,54,2,37,0,0,3,1
57,42322.9630099224,427,25603.580551915184,49,0,32,1,0,0,0
48,58458.761046572254,712,23036.16804834799,11,1,32,1,0,0,1
51,42175.19879441523,436,33288.183260097256,44,1,37,1,1,2,1
77,44521.55879428262,633,28048.783057849832,37,4,0,1,1,0,1
41,44817.0819009095,847,21414.830360809443,54,2,32,0,1,3,1
62,52591.73933537369,687,9825.281871989986,48,0,37,1,0,3,1
52,31692.326970949973,529,15355.347897023283,49,0,23,0,1,1,1
65,35792.34427927929,720,18184.638510026347,33,1,8,1,1,2,1
23,75213.85548193837,423,31936.197559661836,50,0,30,1,1,2,0
36,56035.98645795517,387,26406.137652983096,6,3,37,1,1,0,1
47,61411.73257779268,440,13639.732176353165,55,0,27,1,0,0,1
24,50870.42797182825,350,23222.47284776306,59,0,22,1,0,2,1
27,47895.7962763589,704,16329.863873361144,56,0,29,1,1,3,0
58,56856.96419142921,636,14833.45919086757,48,1,17,1,0,0,1
49,60914.20525514199,665,25028.552308745508,36,0,25,1,0,3,0
51,62691.13512037578,557,18844.705274194137,35,0,32,0,1,0,1
45,48101.60660270989,687,10685.908611936531,59,1,15,1,0,0,0
77,64330.64834417481,344,26615.456205842376,23,1,28,0,1,2,1
32,13006.748167555677,568,21216.013302374584,34,1,15,0,1,0,1
47,63384.305145876824,610,17069.168830127495,47,2,32,1,0,0,1
54,43596.41064884297,577,31939.763020517395,43,1,38,0,1,0,1
46,58300.73669452546,774,28512.993531762208,28,1,37,1,0,3,1
39,40260.08411456205,444,20972.781214066144,27,2,22,0,1,2,1
21,30099.582048833337,534,6304.4879410476715,7,0,25,0,1,1,0
37,55095.56046975002,435,28884.192797966658,10,1,16,0,1,2,1
49,27477.04215018201,744,16132.631163535234,47,0,37,1,1,3,0
53,44004.83857665939,652,18737.031043689447,20,2,23,1,1,2,1
67,37813.554633437714,693,17578.184084761047,37,4,18,0,0,0,1
21,47374.51192559786,574,9635.107848077483,51,1,26,0,1,2,1
44,61958.136793959085,683,23620.04928474322,11,3,1,1,0,3,0
34,42652.32071818264,622,13258.638053519317,19,0,7,0,1,0,1
29,54718.663211189174,482,23205.494614729163,29,1,14,1,0,0,1
39,61090.19057340632,739,12511.414274914812,26,2,12,1,1,1,0
34,40891.17423809319,362,16365.256646532695,19,2,26,1,0,0,1
27,41108.697069213464,333,22920.93254850566,17,2,21,0,1,2,0
71,70539.93353300316,776,20988.468086079258,9,1,0,0,1,0,1
18,48809.170403331394,386,24973.63337785372,49,0,4,0,0,2,0
39,57637.08189697812,509,25577.76628016295,26,0,28,0,0,3,1
43,57523.41638538836,761,30658.626190731233,22,1,14,1,1,3,1
73,32030.18590883033,380,19994.04147954787,34,0,29,0,0,2,0
76,38586.861857420074,621,29655.833104073638,56,0,5,1,1,2,0
35,55630.2104531003,714,17420.76076787578,21,2,5,1,0,0,1
67,18990.276699145346,489,26222.897651188192,23,0,22,1,1,1,0
31,46830.53574442363,532,28988.51172663091,43,0,4,1,0,1,0
64,37020.741914108265,691,28958.38053716185,46,0,21,0,0,2,1
46,66657.5921296498,468,8329.522628060928,56,2,19,1,1,3,1
29,55191.73179732424,742,-5159.69858371501,49,0,19,1,1,0,0
53,67868.69446086016,467,24440.648061605127,16,1,38,0,0,3,0
76,49413.130496699705,530,20020.124123879665,37,1,29,1,1,0,1
52,48291.66210849466,449,22243.32871549665,33,1,16,0,1,3,1
69,45426.057213806525,849,20733.360792029387,21,0,22,1,1,2,1
78,42453.95900667361,685,17286.08563125554,39,0,39,0,0,3,0
29,90269.84508583977,680,24580.671505340084,55,0,12,0,0,3,0
24,62107.54273689834,574,22711.543405437234,35,1,35,1,0,1,0
46,34007.17181094826,361,19161.568123269026,43,0,9,0,1,2,1
28,89589.63303743268,766,20231.502969706267,27,0,37,1,0,3,0
50,43925.3009749659,827,24935.162225288877,10,0,38,1,0,0,0
23,54817.28000265284,449,15246.558100218965,14,1,38,0,1,3,0
64,64093.96057807798,441,11106.259793209123,18,2,3,0,0,0,1
32,26930.691093912486,415,10982.916026480394,44,1,18,0,1,3,0
49,37590.09797526352,364,15931.473658374087,28,0,27,0,0,0,1
68,74722.47236856035,728,31875.554553998812,32,0,26,0,0,2,1
28,46627.57004995407,609,21062.155293522956,37,0,22,1,0,0,0
75,64980.05175141308,729,14567.840562424419,36,1,18,1,0,3,1
40,43197.97339030482,460,21618.422258726703,38,1,15,0,1,1,1
43,48574.10591769737,605,11645.674935398403,47,1,34,0,0,3,1
51,76778.8529911475,660,18513.32830368051,31,2,4,1,0,0,1
63,56562.68363447034,577,16716.6279729368,23,2,23,1,0,3,1
51,44827.28349603502,595,9413.76666530323,17,0,4,0,0,3,0
46,39749.548087957286,468,28745.844278908145,8,0,28,1,0,3,1
21,41121.86911380195,758,16986.98697718548,10,0,5,0,0,2,1
34,68623.40046105637,306,19692.524147295746,19,3,36,0,0,2,1
52,61482.474629583805,431,25574.51223551211,52,0,28,1,0,2,1
30,32769.85051889613,646,22814.27841991483,17,2,32,1,0,3,1
58,51307.678353060546,552,20617.62013984787,9,2,26,1,1,1,1
56,48997.75292290992,709,18095.641399735126,21,0,34,0,0,1,1
32,54741.39154352441,842,25825.530814104844,16,0,37,1,1,2,0
72,40946.43321287945,654,19942.252901098855,41,2,39,0,0,3,0
46,66467.08417474135,667,21153.47559240412,43,2,5,1,0,0,0
46,49979.91084070962,810,28903.0346755676,53,2,9,0,1,2,0
28,55601.54776378114,832,29356.201024796097,7,2,35,0,1,3,0
69,38229.64663828527,827,22149.76632777567,18,0,6,0,1,1,0
49,38985.30293494157,827,20836.887485271905,13,0,6,1,1,2,0
19,89862.6666390035,701,25246.555488821992,49,1,28,1,1,1,0
64,77001.19928640025,474,17986.75102716794,26,0,15,0,1,2,0
31,48954.78255675632,377,18007.739739891826,31,0,0,1,0,2,0
37,72995.05926090409,739,19498.51814611251,43,1,34,1,0,1,1
39,68191.06271393644,848,11852.307070921743,40,1,28,0,0,0,1
28,40621.834564262914,531,38899.07199810873,20,0,37,1,0,1,1
44,39126.00197896797,699,16802.403151912684,45,0,12,1,1,3,0
20,60030.14938026976,512,23741.05020226149,35,2,39,0,0,3,1
34,53900.90957169233,492,19864.55346608641,7,1,11,1,0,0,1
79,43969.930754919194,566,25503.624307383812,21,0,22,0,0,2,0
61,60818.398156231066,425,16927.512684150577,18,0,15,1,1,1,0
73,28362.7561161058,681,21734.479444196415,6,1,13,1,1,3,0
45,51725.02291778686,843,13198.249105332685,48,0,15,1,0,2,1
46,31416.14519655866,801,29713.600778896573,33,2,5,1,0,2,1
38,31910.129847124055,702,25292.47796705172,6,0,35,0,0,1,0
64,39398.528155213906,560,8669.07823965469,45,1,23,0,0,3,1
33,55449.30914515983,686,20113.102482011156,39,1,26,1,0,3,1
54,39871.44486673054,711,8876.17564687421,18,0,24,1,1,2,1
76,31728.370880744274,645,13604.032447589254,58,0,39,1,1,3,0
37,57158.7380401542,393,27367.878631125284,7,2,35,1,0,2,0
23,72391.20566661554,627,111.63164629728271,9,1,28,1,1,0,1
36,59582.75651303019,399,28362.07472509933,30,2,30,0,0,0,1
74,77026.98086890469,760,23030.369809253207,39,1,2,1,1,2,1
22,71137.67590403883,614,19359.048173100593,18,1,12,1,1,0,1
20,42688.57681235097,324,27023.1397213544,41,1,3,1,1,3,0
76,59482.39729046165,793,41622.42264227169,37,1,10,0,0,0,1
18,48625.538096672644,652,9366.16874984035,26,0,14,0,1,2,1
75,65931.49671797089,416,33548.10405209654,31,1,1,0,0,1,1
77,48622.826641046435,498,27731.258138313562,20,0,14,0,0,1,1
55,38169.552361861,578,14361.708240648644,34,2,5,1,1,2,0
32,70601.0891352538,378,24198.307176715025,31,1,12,0,0,1,1
51,54766.93326085054,723,11103.00045418129,26,3,34,0,1,2,1
78,40047.054930361526,653,16059.110255154166,17,2,39,1,0,0,1
52,42519.10549889265,825,3159.7011500033404,17,3,12,0,1,3,1
66,39951.19033342274,840,9211.384047171001,10,2,11,1,1,1,1
42,34973.78850935426,776,23053.58625208908,47,0,15,0,0,0,1
41,42837.26986634674,309,23761.780048278266,31,5,19,0,1,3,1
29,55595.3182059681,802,23673.213439973537,37,3,39,0,1,3,1
35,50960.9100527927,559,25089.43780506945,7,1,12,1,1,0,1
32,43426.745954267615,823,20947.61918886928,13,0,33,0,0,2,0
61,72432.61203195836,305,25426.84178281325,32,2,18,1,1,1,1
33,19840.497891805415,334,28584.776637363742,42,0,26,0,1,2,1
44,54592.03872733566,474,21971.23720847158,59,0,28,0,1,3,1
25,47858.61117773609,741,16524.99389220651,13,1,18,1,0,2,1
77,35447.281553052795,446,18836.938493567726,29,0,26,0,0,1,1
63,55466.815186815766,492,13310.008757875261,18,0,1,0,0,3,0
42,46703.77681458268,312,26811.152022535978,34,0,39,1,0,0,0
34,68706.1019932084,829,7156.389036605708,18,1,38,1,0,2,1
46,63020.978636171996,545,18725.13100022551,28,1,0,0,1,0,1
70,78591.96104560979,413,24553.08384560472,52,0,13,1,1,0,1
25,42750.231042290114,532,11839.37059504015,20,1,7,1,0,2,0
32,70948.31734621273,621,8816.000616081481,29,4,26,1,1,2,1
44,32512.17847976868,837,1762.8927604019846,48,1,32,0,1,3,1
63,48340.452510866315,425,17725.381807677328,28,2,30,0,0,3,0
67,43021.29421048593,612,10851.921962317296,15,1,29,1,0,1,1
69,59036.68119364113,810,27014.001495707707,43,1,24,0,1,0,1
24,58674.13697365328,783,7587.500848353704,10,1,35,0,0,3,1
20,36490.70610158043,580,24229.39467971449,10,0,37,1,0,0,0
46,59872.882609766246,582,9583.684684125083,36,1,0,0,0,2,0
61,44292.66375734162,691,7895.172253638377,45,2,30,1,1,3,1
70,37748.03960072459,822,10372.016675261668,6,0,34,1,0,0,0
41,49823.27956786509,681,28602.668133617874,7,0,20,0,1,1,1
77,27847.33757956223,515,10377.39098284535,54,2,33,0,1,3,1
75,63969.595249831575,841,29135.381347600938,34,1,16,1,1,0,0
20,49165.687843374195,415,21621.213410306867,12,5,8,0,0,0,1
37,49493.81567302939,808,15853.000294377527,34,2,28,1,1,3,1
63,48692.500593702396,799,11581.856986634462,14,2,7,0,1,1,1
32,74702.75130037675,570,35235.45066518939,41,0,18,1,1,0,1
42,72783.1653324473,739,15293.190805825488,12,0,5,0,1,0,1
47,70261.4164009878,590,15326.531974196783,33,0,23,1,1,1,0
31,48724.37533611743,338,31609.330279064725,15,1,5,0,1,2,1
24,33265.626312650944,323,33027.23831890739,21,2,39,1,0,2,0
34,49760.30835674129,342,18880.425306870082,15,2,2,1,1,2,1
79,54716.00631090773,469,29473.87960107865,44,1,30,0,0,2,0
61,62189.15455839917,639,15099.74067630078,31,4,30,0,0,3,1
37,54667.741116503654,468,37975.77926780964,39,0,11,1,0,2,1
53,34602.585857156206,837,9509.862002843258,39,0,7,1,1,0,1
26,41968.76794489671,771,12687.430417134798,45,1,25,0,0,3,0
55,40607.95203126617,442,30501.908814963514,19,1,25,0,0,0,1
65,58085.79575608732,400,17685.85089966635,23,1,14,1,1,1,1
74,58453.96179859951,774,30977.30811848844,6,2,12,1,0,0,1
77,60419.47832121306,610,16270.458050230325,22,0,21,0,1,3,0
39,54515.537820085294,359,25274.10887235766,54,1,12,0,1,3,1
71,19112.007353470337,328,14456.06471519114,27,2,8,1,1,0,1
70,24112.10482587787,830,19394.053551140725,42,1,23,1,1,1,1
70,47897.18552990537,372,9755.996494820325,21,0,2,1,0,1,0
19,51471.16880699589,693,19617.116617823347,12,1,22,1,0,0,1
41,68804.98380729467,693,12977.475703826105,20,1,11,0,0,1,0
25,51166.92721992548,780,36580.40624007821,56,2,10,1,1,2,1
28,35360.7600371053,772,17434.476551718555,26,1,18,0,0,1,1
30,59932.47211666053,612,10418.725034105037,7,0,8,1,1,0,1
34,49741.22460703636,737,25534.732253048118,53,3,36,0,0,2,1
25,43969.17821698947,623,10336.928211252873,30,0,9,1,1,2,1
38,25781.008880448357,386,27015.84006149834,14,0,8,0,0,3,0
35,51277.80512166849,658,15536.75811876482,25,0,32,1,0,0,1
47,53432.26866469191,496,19698.24429689214,55,0,12,1,0,2,1
35,35057.805438409254,684,18482.077530848394,15,1,19,0,1,3,0
63,61165.366823094126,417,17969.9323153696,57,0,10,0,1,1,1
64,59821.95197976475,797,20497.874683721097,26,1,28,0,1,3,1
48,50733.68873589464,761,14694.233138266136,9,2,12,1,1,1,0
55,50175.84286913062,795,11263.899272647486,35,1,13,0,0,0,0
49,64190.56619996372,546,20310.710184963304,39,0,8,1,1,2,1
28,55512.95553171547,533,16818.044033344744,35,1,37,0,0,0,1
62,39466.16826577459,716,9768.30899630444,19,1,18,1,0,1,0
42,47035.27574599778,766,24914.180802555093,27,0,7,0,1,3,1
50,58352.741029041186,781,19869.249914972323,6,1,17,0,1,3,1
77,19515.1861350191,664,11306.558325980272,13,2,33,0,1,0,1
55,36027.109268155575,452,18098.248721865868,16,0,35,0,1,0,1
58,60232.06499508463,571,18843.607323222554,6,0,8,1,1,2,1
25,68133.16406324168,691,11753.734968451401,10,2,15,1,0,3,1
28,65315.73110402018,846,45299.338279484524,50,1,4,1,0,0,0
39,63399.39968371671,729,19937.691919214183,54,0,14,1,1,1,1
68,51946.15794007162,488,18240.644819019424,15,2,23,0,0,1,0
41,34566.448854684655,551,39495.05632332344,44,1,38,1,0,2,0
58,47050.649231401476,694,23652.684925336427,18,0,24,1,0,2,0
34,20100.964240712226,518,29669.95530853668,26,0,15,1,1,2,1
29,69509.8412931613,489,20754.3895303026,41,0,21,0,1,3,1
74,37743.30796288537,533,20513.87491069582,58,0,15,1,0,3,1
63,41999.813599651956,531,13157.583489311974,50,1,32,1,1,3,1
49,65879.28578960865,657,25351.08873359242,38,0,4,1,0,0,0
32,25780.59564335684,777,34789.54965838314,48,1,6,1,0,1,0
33,32158.96063961853,728,32616.827659292794,33,3,17,0,0,2,1
71,54019.57015737702,536,10315.294536100524,58,2,5,0,1,0,1
39,57805.70622601218,332,34876.489515048415,14,2,11,0,0,3,1
45,48924.488072387605,512,13380.991472377682,50,0,32,0,0,3,0
37,49413.753305961385,678,12475.016058016408,16,1,33,1,1,1,0
50,69025.66930841668,301,12913.094753996776,45,0,20,1,1,1,1
27,59544.776675909765,749,16871.789374792574,34,1,17,1,0,2,0
57,57517.54901791319,726,4538.602129541212,12,1,13,0,0,1,1
49,61634.69739190614,578,20421.95347390471,32,3,29,1,1,0,0
67,45491.14587967073,513,17923.52841729562,27,1,2,0,0,2,1
77,82597.4849621453,584,20332.14591435404,36,2,12,1,0,0,1
50,15387.027225012753,842,16032.004574167473,35,1,36,1,0,1,1
19,71868.81536178172,573,7264.040109656988,33,1,18,0,0,0,0
50,63531.61278114664,310,17916.60490377814,25,2,36,1,0,2,0
50,53724.32377326281,346,29763.23253756743,20,1,12,1,1,1,1
58,51200.43436403167,814,11918.6231688449,20,2,14,1,0,0,1
30,47666.70054294341,737,12981.664923698161,58,3,25,1,1,1,1
47,66551.65381945114,726,23639.032034595526,17,1,5,0,0,3,1
50,49402.03289000174,731,10095.809594963934,22,1,26,1,1,3,1
30,39081.728907153694,429,21806.495022446234,28,3,11,0,1,3,1
69,63529.74327982523,321,23552.33150234897,11,2,24,1,0,1,0
43,73771.49351089787,688,15495.81375975068,50,1,15,0,0,2,0
39,21092.4631538187,434,14002.010778661359,21,1,15,1,0,0,0
56,85356.3774615548,831,8727.614240935036,32,1,2,1,1,0,1
19,34449.030537055376,519,13671.506367137958,28,1,33,0,0,3,1
55,35595.52585226971,632,24542.143189465383,6,1,23,0,0,1,1
56,31326.65420761081,429,26706.043828557587,50,0,22,1,0,1,1
43,50012.73578696938,331,20509.382095922338,12,1,29,0,0,2,0
63,30804.225725470493,724,15084.376589782982,50,0,20,1,1,2,1
75,32626.099042236714,597,20586.478755733122,44,1,16,1,0,0,1
67,39671.749286245744,803,13453.411319055202,45,0,17,1,1,1,0
32,52076.83512791509,656,21432.75840867539,55,1,2,0,0,1,0
51,53522.80398451267,754,25974.896772959968,54,1,11,0,1,0,0
59,68617.95919115127,700,16277.16311404694,53,1,15,1,1,2,1
72,68272.2315979237,754,13575.23330211615,54,2,37,1,1,0,1
61,65369.169711464056,333,16098.25849499221,45,0,13,1,1,2,1
66,46075.742434014115,547,28700.088860816737,44,1,26,1,1,3,1
57,22382.273330051183,341,42330.639615162356,23,2,17,0,1,1,1
28,22050.284025440083,422,25188.668563071165,41,1,19,0,0,3,1
78,65265.94814164719,326,19414.742949055668,27,1,34,1,0,2,1
20,62656.317075610554,761,12211.920256039626,7,3,16,0,1,3,1
76,40749.433063339304,446,11715.457381951746,53,0,19,0,0,2,1
23,28388.956230538377,795,23421.23203974021,31,0,5,1,0,0,1
26,34292.73465246363,785,13761.585784258728,55,2,25,1,0,1,1
